timestamp,symbol,address,source,price_usd,liquidity_usd,volume_24h_usd,price_change_24h_pct,created_age_hours,score,risk_score,risk_label,mint_authority_renounced,freeze_authority_renounced,lp_locked_pct,holder_count,top10_holder_pct
2026-07-05T23:47:11.161601+00:00,POPSEM,AzELrQhUrMfmhXRtqctGcgDE4NTyoQWWuX7cGmCRpump,dexscreener-boosted,10446,0.00001044,8197.06,767957.86,-68.99,2.6033641174994577,88.606,57,danger,True,True,100,430,100
2026-07-05T23:47:11.161601+00:00,0x,CMx1EUTXhnUKYF5xYMCSkDmJfvRSD7a4iwayW1DVpump,dexscreener-boosted,241427,0.0002414,43970.15,3545208.99,622,7.984070557386611,67.216,1,,True,True,100,3347,53.4
2026-07-05T23:47:11.161601+00:00,公牛,B6MtubZSVPqekiNBmPjFPWRnP1ee4BwCHkmWbsMRpump,dexscreener-boosted,205034,0.0002050,41208.81,2858993.37,437,7.4146814038085935,58.661,1,,True,True,100,27464,33.7
2026-07-05T23:47:11.161601+00:00,p,GbqA4P83aRzSmt58QPNzNCNg4Y5AgRcMSE8JHsJdpump,dexscreener-boosted,9006,0.000009006,7591.85,710385.48,-72.4,18.133139501071504,58.223,78,danger,True,True,100,585,91.8
2026-07-05T23:47:11.161601+00:00,frog,5XFYxNg16y2KmEZLARWCCktuiA5QGD8ihJXu5xHapump,dexscreener-boosted,110246,0.0001102,28233.46,1443987.15,237,15.153326055908202,34.998,1,,True,True,100,1136,70.8
2026-07-05T23:47:11.161601+00:00,BLACKOUT,A8wXmAgVy3peeHtifXNvYUUirGdNu4ezJoDno9trpump,dexscreener-boosted,87782,0.00008778,23780.47,653644.3,161,10.930629266493055,21.227,1,,True,True,100,6228,57.7
2026-07-05T23:47:11.161601+00:00,Richard,3SHBdvwb953JpAuFDE8rssJABFwPV88a9Kn5q6kepump,dexscreener-boosted,1154180,0.001154,88675.5,2140145.26,2471,10.241648659939235,18.985,58,danger,True,True,100,2314,90.1
2026-07-05T23:47:11.161601+00:00,ANIMEBULL,5UQNY2hk4fgaDYL8Cq2SgVZ97q7Uvb95aAuSG18dpump,dexscreener-boosted,528717,0.0005287,58462.9,1253510.58,634,5.737746777818468,18.878,1,,True,True,100,9101,10.7
2026-07-05T23:47:11.161601+00:00,WIFBULL,9rLL2r2NZNo5ctoYsurwDo35Bx7yKgt2HTWyVowjpump,dexscreener-boosted,111089,0.0001110,25766.01,221266.42,230,3.478823213772244,7.965,1,,True,True,100,1838,46.6
2026-07-05T23:47:11.161601+00:00,BANSEM,2mDmh6PxiPPYgYNrbQZtMKTUwkX4FCb3MMm7Skewpump,dexscreener-boosted,26012,0.00002601,12262.78,54871.49,-23.03,5.668282315266928,3.946,1,,True,True,100,237,78.9
