timestamp,symbol,address,source,market_cap_usd,price_usd,liquidity_usd,volume_24h_usd,price_change_24h_pct,created_age_hours,score,risk_score,risk_label,mint_authority_renounced,freeze_authority_renounced,lp_locked_pct,holder_count,top10_holder_pct
2026-07-27T12:01:50.538194+00:00,Kabosu,3QgaUegtLJSdXA2NzDoskN4rrJEqTnF1XWA1nBrPpump,dexscreener-boosted,8188,0.000008473,5968.1,1196724.22,-72.98,15.038884158732095,137.695,18,warn,True,True,100,3285,62.8
2026-07-27T12:01:50.538194+00:00,MAGAVERSE,AdMJoQiounJbXVZDqtVdjCRcp2NVtovw7426ENZKyK5R,dexscreener-boosted,40510,0.00004155,15552.9,1671377.45,30.42,9.941930873480903,85.206,1,,True,True,100,4245,38.7
2026-07-27T12:01:50.538194+00:00,SIRIUS,7BoJdgKGUXbv2mpjmbuKBXkmE6UEHHx7zsrNZxdipump,dexscreener-boosted,6619,0.000007285,5139.77,476200.96,-76.77,15.155036222330729,63.398,22,warn,True,True,100,1681,75.0
2026-07-27T12:01:50.538194+00:00,SHARKCAT,HGBxfAM4hDrKTagryTNwKsjPHShdM8coP9Ve9jE6pump,dexscreener-boosted,7588,0.000007839,5333.05,334269.41,-74.74,18.807747650349935,38.12,21,warn,True,True,100,1806,63.2
2026-07-27T12:01:50.538194+00:00,Tsujicoin,3MHZzkmgxguPpq7RRzczjzLRDaJwcyGtyFUgbXMEpump,dexscreener-boosted,331216,0.0003343,46298.29,2159245.52,392,11.919422601453993,35.057,1,,True,True,100,12767,8.6
2026-07-27T12:01:50.538194+00:00,CXMT,GVP4KyY5E1P4jtHgiHUi54PgWnJZnygYMN3kSnxTpump,pump.fun+dexscreener,11933741,0.01193,256459.58,2190391.34,37291,5.236061406995986,7.609,33,warn,True,True,100,2653,13.9
2026-07-27T12:01:50.538194+00:00,SHAYDE,FaF8WhqHrTcfwzBp2qRBeHgZbu1wB5S9Yj26KW7Hpump,dexscreener-boosted,84638,0.00008778,20730.63,148895.65,173,6.495499999593099,6.21,1,,True,True,100,724,82.3
2026-07-27T12:01:50.538194+00:00,CATE,8reEoZZiSpcQL1ix2m6CZBdigeWHF7dqRepMVPoupump,pump.fun+dexscreener,28113383,0.02811,394769.75,2875844.43,88586,10.36857268093533,5.711,33,warn,True,True,100,1633,4.9
2026-07-27T12:01:50.538194+00:00,USWR,eUr99b6ubQkwNgap4BnVKdq3QGd4en315LtqnHNpump,pump.fun+dexscreener,39583979,0.03958,462879.62,839339.95,124403,2.384345284016927,1.723,33,warn,True,True,100,3169,3.0
2026-07-27T12:01:50.538194+00:00,USWR,cRyAiogmFhGKkZafqNKaoTqZCdTP8432VtRWEAEpump,pump.fun+dexscreener,39994890,0.03999,464718.55,701773.28,125741,2.218226058824327,1.44,32,warn,True,True,100,2055,2.1
2026-07-27T12:01:50.538194+00:00,USOX,npZCnQ7eUdFhKCy8r24cMm9qm1gMD1DwmC2XmnRpump,pump.fun+dexscreener,95449420,0.09545,719045.06,1092225.27,299398,13.185626339789497,1.102,54,warn,True,True,100,1339,1.3
2026-07-27T12:01:50.538194+00:00,USOH,AVkGnse1S8y1A8tKFNVfe7T99PVXbUBovTE6vcGpump,pump.fun+dexscreener,90712568,0.09071,699565.84,746767.65,284522,4.96146777730306,0.957,53,warn,True,True,100,3974,1.0
2026-07-27T12:01:50.538194+00:00,Brötchen,3R637CWjmYYFfdrqivJzg44J9UMkDe9JZWYd1ALKPump,pump.fun+dexscreener,25170785,0.02517,367663.99,328448.9,78918,0.6922308164469401,0.88,31,warn,True,True,100,2843,8.8
2026-07-27T12:01:50.538194+00:00,VORF,AMsPb5USY4sUeerqXT2KEXEYxn5go4tFvqDCkXdDpump,pump.fun+dexscreener,20448563,0.02045,331300.94,263214.68,64254,1.8889738399929472,0.763,33,warn,True,True,100,1368,14.2
2026-07-27T12:01:50.538194+00:00,VORF,jFah9Dr74cMkMorU8TVeud6peGU6vBpR97Ta9Rtpump,pump.fun+dexscreener,14550082,0.01455,279094.96,204298.31,45653,0.9432673004828559,0.718,29,warn,True,True,100,1664,2.7
2026-07-27T12:01:50.538194+00:00,CATE,5wDT8katoWsU3njYkZDPM79EShyXe5mq5efnS57QPUMP,pump.fun+dexscreener,51075556,0.05107,524027.69,375402.61,160346,0.5529231096733941,0.708,31,warn,True,True,100,3631,6.9
2026-07-27T12:01:50.538194+00:00,SMILE,3pRSpPyE6EYeapDm2Ui2GHnU2d1dYUQxzfaQaJTWfHZP,dexscreener-boosted,20709,0.00002070,7799.85,18916.35,0.87,41.86856399732802,0.485,59,danger,True,True,3.2607732536302623e-09,381,87.3
